sport,sport_type,sport_location,city,region,latitude,longitude
sports,multi-sport,soccer à 4-5,montréal,pierrefonds-roxboro,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,lachine,,
sports,multi-sport,balle,montréal,côte-des-neiges-notre-dame-de-grâce,,
sports,multi-sport,balle,montréal,rosemont-la petite-patrie,,
sports,multi-sport,soccer à 4-5,montréal,ahuntsic-cartierville,,
sports,multi-sport,cricket,montréal,côte-des-neiges-notre-dame-de-grâce,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,pierrefonds-roxboro,,
leisure and relaxation,multi-sport,scène,montréal,ahuntsic-cartierville,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,ahuntsic-cartierville,,
recreational,multi-sport,volleyball de plage,montréal,verdun,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,mercier-hochelaga-maisonneuve,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,verdun,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,verdun,,
recreational,multi-sport,piscine extérieure,montréal,pierrefonds-roxboro,,
recreational,multi-sport,jeux d'eau,montréal,rivière-des-prairies-pointe-aux-trembles,,
leisure and relaxation,multi-sport,aire d'exercice canin,montréal,verdun,,
sports,multi-sport,soccer à 11,montréal,anjou,,
sports,multi-sport,soccer à 7,montréal,rivière-des-prairies-pointe-aux-trembles,,
sports,multi-sport,soccer à 11,montréal,mercier-hochelaga-maisonneuve,,
outdoor,multi-sport,sentier pédestre,montréal,lachine,,
sports,multi-sport,soccer à 7,montréal,lachine,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,pierrefonds-roxboro,,
recreational,multi-sport,pataugeoire,montréal,saint-laurent,,
outdoor,multi-sport,quai,montréal,le sud-ouest,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,le sud-ouest,,
recreational,multi-sport,basketball,montréal,villeray-saint-michel-parc-extension,,
sports,multi-sport,soccer à 7,montréal,saint-léonard,,
recreational,multi-sport,piscine extérieure,montréal,rivière-des-prairies-pointe-aux-trembles,,
recreational,multi-sport,patinoire avec bandes,montréal,l'île-bizard-sainte-geneviève,,
sports,multi-sport,soccer sous-terrain à 7,montréal,ahuntsic-cartierville,,
sports,multi-sport,soccer à 4-5,montréal,saint-léonard,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,anjou,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,ahuntsic-cartierville,,
leisure and relaxation,multi-sport,scène,montréal,villeray-saint-michel-parc-extension,,
leisure and relaxation,multi-sport,bocce,montréal,saint-léonard,,
recreational,multi-sport,pataugeoire,montréal,mercier-hochelaga-maisonneuve,,
playground - children,multi-sport,aire de jeu combiné,montréal,pierrefonds-roxboro,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,rosemont-la petite-patrie,,
recreational,multi-sport,pastille - basketball,montréal,montréal-nord,,
sports,multi-sport,soccer à 7,montréal,rivière-des-prairies-pointe-aux-trembles,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,villeray-saint-michel-parc-extension,,
sports,multi-sport,balle,montréal,lasalle,,
sports,multi-sport,tennis,montréal,saint-léonard,,
sports,multi-sport,soccer à 11,montréal,montréal-nord,,
leisure and relaxation,multi-sport,aire d'exercice canin,montréal,côte-des-neiges-notre-dame-de-grâce,,
leisure and relaxation,multi-sport,scène,montréal,ville-marie,,
recreational,multi-sport,basketball,montréal,le sud-ouest,,
recreational,multi-sport,jeux d'eau,montréal,verdun,,
recreational,multi-sport,piscine extérieure,montréal,le plateau-mont-royal,,
recreational,multi-sport,basketball,montréal,rosemont-la petite-patrie,,
sports,multi-sport,soccer / football,montréal,côte-des-neiges-notre-dame-de-grâce,,
recreational,multi-sport,patinoire sans bandes,montréal,mercier-hochelaga-maisonneuve,,
leisure and relaxation,multi-sport,ping-pong,montréal,pierrefonds-roxboro,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,lasalle,,
leisure and relaxation,multi-sport,aire d'entraînement pour adultes,montréal,saint-laurent,,
sports,multi-sport,soccer sous-terrain à 7,montréal,mercier-hochelaga-maisonneuve,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,côte-des-neiges-notre-dame-de-grâce,,
recreational,multi-sport,piscine extérieure,montréal,montréal-nord,,
recreational,multi-sport,patinoire avec bandes,montréal,rivière-des-prairies-pointe-aux-trembles,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rivière-des-prairies-pointe-aux-trembles,,
recreational,multi-sport,patinoire 4 saisons,montréal,le sud-ouest,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,ville-marie,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,outremont,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rosemont-la petite-patrie,,
sports,multi-sport,balle,montréal,anjou,,
leisure and relaxation,multi-sport,aire d'entraînement pour adultes,montréal,côte-des-neiges-notre-dame-de-grâce,,
sports,multi-sport,soccer à 7,montréal,anjou,,
outdoor,multi-sport,sentier pédestre,montréal,pierrefonds-roxboro,,
playground - children,multi-sport,aire de jeu combiné,montréal,lasalle,,
leisure and relaxation,multi-sport,aire d'exercice canin,montréal,côte-des-neiges-notre-dame-de-grâce,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,montréal-nord,,
outdoor,multi-sport,piste cyclable,montréal,ahuntsic-cartierville,,
sports,multi-sport,soccer à 11,montréal,rivière-des-prairies-pointe-aux-trembles,,
leisure and relaxation,multi-sport,anneau / rond de glace,montréal,montréal-nord,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,côte-des-neiges-notre-dame-de-grâce,,
leisure and relaxation,multi-sport,aire d'exercice canin,montréal,rosemont-la petite-patrie,,
recreational,multi-sport,volleyball de plage,montréal,rivière-des-prairies-pointe-aux-trembles,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,saint-laurent,,
recreational,multi-sport,patinoire avec bandes,montréal,rivière-des-prairies-pointe-aux-trembles,,
sports,multi-sport,soccer à 7,montréal,rivière-des-prairies-pointe-aux-trembles,,
outdoor,multi-sport,aire de pique-nique,montréal,le sud-ouest,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,lasalle,,
recreational,multi-sport,patinoire avec bandes,montréal,pierrefonds-roxboro,,
leisure and relaxation,multi-sport,anneau / rond de glace,montréal,lasalle,,
leisure and relaxation,multi-sport,aire d'entraînement pour adultes,montréal,saint-léonard,,
leisure and relaxation,multi-sport,aire d'exercice canin,montréal,saint-laurent,,
outdoor,multi-sport,sentier de ski de fond,montréal,lachine,,
sports,multi-sport,soccer à 7,montréal,pierrefonds-roxboro,,
recreational,multi-sport,piscine extérieure,montréal,anjou,,
recreational,multi-sport,jeux d'eau,montréal,lasalle,,
leisure and relaxation,multi-sport,aire d'exercice canin,montréal,côte-des-neiges-notre-dame-de-grâce,,
outdoor,multi-sport,marina,montréal,lachine,,
recreational,multi-sport,pataugeoire,montréal,ahuntsic-cartierville,,
sports,multi-sport,soccer à 7,montréal,saint-laurent,,
playground - children,multi-sport,aire de jeu combiné,montréal,saint-léonard,,
leisure and relaxation,multi-sport,anneau / rond de glace,montréal,saint-laurent,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,saint-laurent,,
sports,multi-sport,soccer à 11,montréal,lasalle,,
recreational,multi-sport,patinoire avec bandes,montréal,lachine,,
sports,multi-sport,soccer à 4-5,montréal,lachine,,
recreational,multi-sport,patinoire sans bandes,montréal,villeray-saint-michel-parc-extension,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,lasalle,,
leisure and relaxation,multi-sport,belvédère,montréal,ville-marie,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,villeray-saint-michel-parc-extension,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rosemont-la petite-patrie,,
sports,multi-sport,soccer à 4-5,montréal,ahuntsic-cartierville,,
leisure and relaxation,multi-sport,pétanque,montréal,côte-des-neiges-notre-dame-de-grâce,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,ahuntsic-cartierville,,
outdoor,multi-sport,étang / lac,montréal,saint-léonard,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,le plateau-mont-royal,,
sports,multi-sport,tennis,montréal,verdun,,
leisure and relaxation,multi-sport,aire d'exercice canin,montréal,lachine,,
sports,multi-sport,tennis,montréal,le sud-ouest,,
outdoor,multi-sport,quai,montréal,verdun,,
leisure and relaxation,multi-sport,aire de glissade,montréal,rosemont-la petite-patrie,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rivière-des-prairies-pointe-aux-trembles,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,ahuntsic-cartierville,,
sports,multi-sport,soccer / football,montréal,saint-laurent,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,mercier-hochelaga-maisonneuve,,
recreational,multi-sport,patinoire avec bandes,montréal,le plateau-mont-royal,,
sports,multi-sport,soccer à 11,montréal,saint-léonard,,
sports,multi-sport,soccer à 11,montréal,rivière-des-prairies-pointe-aux-trembles,,
sports,multi-sport,soccer à 7,montréal,côte-des-neiges-notre-dame-de-grâce,,
sports,multi-sport,soccer à 4-5,montréal,pierrefonds-roxboro,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,pierrefonds-roxboro,,
sports,multi-sport,soccer à 7,montréal,pierrefonds-roxboro,,
sports,multi-sport,soccer à 4-5,montréal,lachine,,
sports,multi-sport,soccer à 7,montréal,rivière-des-prairies-pointe-aux-trembles,,
sports,multi-sport,soccer à 4-5,montréal,villeray-saint-michel-parc-extension,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,côte-des-neiges-notre-dame-de-grâce,,
recreational,multi-sport,pataugeoire,montréal,saint-laurent,,
leisure and relaxation,multi-sport,belvédère,montréal,ville-marie,,
sports,multi-sport,soccer / football,montréal,lachine,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,pierrefonds-roxboro,,
recreational,multi-sport,volleyball de plage,montréal,montréal-nord,,
recreational,multi-sport,patinoire sans bandes,montréal,rivière-des-prairies-pointe-aux-trembles,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,ahuntsic-cartierville,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,l'île-bizard-sainte-geneviève,,
sports,multi-sport,soccer à 7,montréal,pierrefonds-roxboro,,
recreational,multi-sport,patinoire sans bandes,montréal,le sud-ouest,,
leisure and relaxation,multi-sport,aire d'exercice canin,montréal,le sud-ouest,,
recreational,multi-sport,patinoire sans bandes,montréal,pierrefonds-roxboro,,
recreational,multi-sport,piscine extérieure,montréal,lachine,,
recreational,multi-sport,jeux d'eau,montréal,le plateau-mont-royal,,
sports,multi-sport,soccer à 11,montréal,lachine,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,lachine,,
recreational,multi-sport,basketball,montréal,côte-des-neiges-notre-dame-de-grâce,,
recreational,multi-sport,patinoire sans bandes,montréal,ville-marie,,
sports,multi-sport,soccer à 11,montréal,lachine,,
sports,multi-sport,soccer à 7,montréal,lachine,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,montréal-nord,,
recreational,multi-sport,jeux d'eau,montréal,l'île-bizard-sainte-geneviève,,
sports,multi-sport,piste d'athlétisme (400m) et équipements,montréal,côte-des-neiges-notre-dame-de-grâce,,
leisure and relaxation,multi-sport,anneau / rond de glace,montréal,saint-laurent,,
recreational,multi-sport,pataugeoire,montréal,mercier-hochelaga-maisonneuve,,
sports,multi-sport,balle,montréal,le sud-ouest,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,verdun,,
leisure and relaxation,multi-sport,palet,montréal,mercier-hochelaga-maisonneuve,,
sports,multi-sport,soccer à 4-5,montréal,pierrefonds-roxboro,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,rosemont-la petite-patrie,,
recreational,multi-sport,patinoire sans bandes,montréal,ville-marie,,
outdoor,multi-sport,traversier,montréal,l'île-bizard-sainte-geneviève,,
sports,multi-sport,soccer à 7,montréal,mercier-hochelaga-maisonneuve,,
leisure and relaxation,multi-sport,bocce,montréal,mercier-hochelaga-maisonneuve,,
sports,multi-sport,balle,montréal,lachine,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,ahuntsic-cartierville,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rosemont-la petite-patrie,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,ahuntsic-cartierville,,
outdoor,multi-sport,tyrolienne,montréal,ville-marie,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,rivière-des-prairies-pointe-aux-trembles,,
outdoor,multi-sport,boisé,montréal,saint-léonard,,
leisure and relaxation,multi-sport,pétanque,montréal,mercier-hochelaga-maisonneuve,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,pierrefonds-roxboro,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,rivière-des-prairies-pointe-aux-trembles,,
recreational,multi-sport,patinoire avec bandes,montréal,mercier-hochelaga-maisonneuve,,
recreational,multi-sport,patinoire sans bandes,montréal,rivière-des-prairies-pointe-aux-trembles,,
sports,multi-sport,balle,montréal,rivière-des-prairies-pointe-aux-trembles,,
outdoor,multi-sport,quai,montréal,mercier-hochelaga-maisonneuve,,
leisure and relaxation,multi-sport,fer / galet,montréal,mercier-hochelaga-maisonneuve,,
recreational,multi-sport,patinoire avec bandes,montréal,côte-des-neiges-notre-dame-de-grâce,,
recreational,multi-sport,patinoire avec bandes,montréal,rosemont-la petite-patrie,,
sports,multi-sport,balle,montréal,saint-laurent,,
recreational,multi-sport,jeux d'eau,montréal,rivière-des-prairies-pointe-aux-trembles,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,lachine,,
leisure and relaxation,multi-sport,bocce,montréal,ahuntsic-cartierville,,
leisure and relaxation,multi-sport,pétanque,montréal,rivière-des-prairies-pointe-aux-trembles,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,rivière-des-prairies-pointe-aux-trembles,,
outdoor,multi-sport,sentier de raquette,montréal,l'île-bizard-sainte-geneviève,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,rivière-des-prairies-pointe-aux-trembles,,
recreational,multi-sport,piscine extérieure,montréal,saint-laurent,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,ahuntsic-cartierville,,
outdoor,multi-sport,aire de pique-nique,montréal,pierrefonds-roxboro,,
leisure and relaxation,multi-sport,patinoire d'improvisation,montréal,rosemont-la petite-patrie,,
sports,multi-sport,soccer à 11,montréal,côte-des-neiges-notre-dame-de-grâce,,
recreational,multi-sport,patinoire avec bandes,montréal,saint-laurent,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,saint-léonard,,
playground - children,multi-sport,aire de jeu  5 à 12 ans,montréal,ville-marie,,
playground - children,multi-sport,aire de jeu 18 mois à 5 ans,montréal,pierrefonds-roxboro,,
recreational,multi-sport,basketball,montréal,ville-marie,,
outdoor,multi-sport,abri soleil,montréal,anjou,,
